case_id,assignmentdate_238D,assignmentdate_4527235D,assignmentdate_4955616D,birthdate_574D,contractssum_5085716L,dateofbirth_337D,dateofbirth_342D,days120_123L,days180_256L,days30_165L,days360_512L,days90_310L,description_5085714M,education_1103M,education_88M,firstquarter_103L,for3years_128L,for3years_504L,for3years_584L,formonth_118L,formonth_206L,formonth_535L,forquarter_1017L,forquarter_462L,forquarter_634L,fortoday_1092L,forweek_1077L,forweek_528L,forweek_601L,foryear_618L,foryear_818L,foryear_850L,fourthquarter_440L,maritalst_385M,maritalst_893M,numberofqueries_373L,pmtaverage_3A,pmtaverage_4527227A,pmtaverage_4955615A,pmtcount_4527229L,pmtcount_4955617L,pmtcount_693L,pmtscount_423L,pmtssum_45A,requesttype_4525192L,responsedate_1012D,responsedate_4527233D,responsedate_4917613D,riskassesment_302T,riskassesment_940T,secondquarter_766L,thirdquarter_1082L
733,2017-07-13,,,1959-07-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,3727.2,,,,,6.0,,,,2019-01-24,,,,,,
734,,,,1972-08-01,,1972-08-01,,0.0,0.0,0.0,1.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,1.0,,,,,,,6.0,3773.8,,2019-01-24,,,,,1.0,2.0
735,,,,1977-12-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,4.0,4328.16,,2019-01-24,,,,,,
736,,,,1976-07-01,,1976-07-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,3.0,2953.6,,2019-01-24,,,,,1.0,0.0
737,,,,1981-05-01,,1981-05-01,,2.0,2.0,0.0,3.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,3439d993,a55475b1,3.0,,,,,,,6.0,5729.272,,2019-01-24,,,,,1.0,0.0
738,,,,1956-06-01,,1956-06-01,,2.0,3.0,1.0,4.0,1.0,a55475b1,6b2ae0fa,a55475b1,1.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,4.0,,,,,,,3.0,3156.4001,,2019-01-24,,,,,1.0,1.0
739,,,,1971-12-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,17246.535,,2019-01-24,,,,,,
740,,,,1965-01-01,,1965-01-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,0.0,,,,,,,6.0,5405.4,,2019-01-24,,,,,0.0,0.0
741,2006-10-20,,,1943-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,5850.3335,,,,,5.0,,,,2019-01-24,,,,,,
742,2012-11-19,,,1954-11-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,8727.101,,,,,6.0,,,,2019-01-24,,,,,,
743,2017-04-30,,,1954-04-01,,1954-04-01,,2.0,2.0,2.0,2.0,2.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,2.0,6827.7666,,,,,6.0,,,,2019-01-24,,,,,0.0,2.0
744,,,,1973-03-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,18930.0,,2019-01-24,,,,,,
745,2018-12-03,,,1965-12-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,950.8333,,,,,2.0,,,,2019-01-24,,,,,,
746,,,,1982-04-01,,1982-04-01,,5.0,5.0,3.0,7.0,3.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,7.0,,,,,,,6.0,12000.0,,2019-01-24,,,,,2.0,2.0
748,,,,1992-04-01,,1992-04-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,2.0,2450.0,,2019-01-24,,,,,0.0,0.0
749,,,,1988-10-01,,1988-10-01,,0.0,1.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,2.0,,,,,,,13.0,6768.2,,2019-01-24,,,3% - 4%,0.8673362,1.0,2.0
750,,,,1957-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,8248.88,,2019-01-24,,,,,,
751,2018-02-19,,,1955-02-01,,1955-02-01,,2.0,2.0,0.0,6.0,2.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,6.0,9059.7,,,,,6.0,,,,2019-01-24,,,,,4.0,2.0
752,2014-02-05,,,1956-02-01,,1956-02-01,,0.0,1.0,0.0,1.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,1.0,6828.3667,,,,,6.0,,,,2019-01-24,,,,,0.0,1.0
753,,,,1996-05-01,,1996-05-01,,6.0,6.0,4.0,12.0,4.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,4.0,a7fcb6e5,a55475b1,12.0,,,,,,,10.0,11904.322,,2019-01-24,,,,,2.0,4.0
754,,,,1996-01-01,,1996-01-01,,3.0,4.0,0.0,8.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,3.0,a55475b1,a55475b1,8.0,,,,,,,7.0,7533.1104,,2019-01-24,,,,,4.0,1.0
755,,,,1993-10-01,,1993-10-01,,1.0,1.0,0.0,3.0,0.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,3.0,,,,,,,4.0,5412.0,,2019-01-22,,,,,5.0,5.0
756,,,,1964-07-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,3691.8,,2019-01-24,,,,,,
757,,,,1976-08-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,1.0,1411.6,,2019-01-24,,,,,,
758,,,,1971-01-01,,1971-01-01,,1.0,2.0,0.0,5.0,0.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,4.0,3439d993,a55475b1,5.0,,,,,,,6.0,9382.0,,2019-01-24,,,,,2.0,3.0
759,,,,1962-07-01,,1962-07-01,,2.0,2.0,0.0,2.0,2.0,a55475b1,39a0853f,a55475b1,0.0,,,,,,,,,,,,,,,,,4.0,a7fcb6e5,a55475b1,2.0,,,,,,,2.0,2431.0,,2019-01-24,,,,,0.0,0.0
760,2014-11-04,,,1964-05-01,,1964-05-01,,5.0,6.0,2.0,8.0,3.0,a55475b1,a55475b1,a55475b1,3.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,8.0,601.0,,,,,10.0,,,,2019-01-24,,,,,2.0,3.0
761,2018-11-15,,,1955-01-01,,1955-01-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,0.0,2836.4666,,,,,2.0,,,,2019-01-24,,,,,0.0,0.0
762,,,,1992-06-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,14073.796,,2019-01-31,,,,,,
763,,,,1989-07-01,,1989-07-01,,1.0,1.0,1.0,4.0,1.0,a55475b1,6b2ae0fa,a55475b1,3.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,4.0,,,,,,,12.0,12955.116,,2019-01-24,,,,,0.0,0.0
764,,,,1982-11-01,,1982-11-01,,0.0,0.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,2.0,,,,,,,6.0,25662.6,,2019-01-23,,,,,2.0,0.0
765,,,,1963-09-01,,1963-09-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,0.0,,,,,,,4.0,12423.0,,2019-01-24,,,,,0.0,2.0
766,2016-10-21,,,1953-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6827.9663,,,,,6.0,,,,2019-01-24,,,,,,
767,,,,1992-02-01,,1992-02-01,,0.0,6.0,0.0,9.0,0.0,a55475b1,a55475b1,a55475b1,6.0,,,,,,,,,,,,,,,,,2.0,a7fcb6e5,a55475b1,9.0,,,,,,,1.0,942.2,,2019-01-24,,,,,2.0,7.0
769,,,,1996-01-01,,1996-01-01,,1.0,3.0,0.0,5.0,1.0,a55475b1,6b2ae0fa,a55475b1,1.0,,,,,,,,,,,,,,,,,1.0,a7fcb6e5,a55475b1,5.0,,,,,,,7.0,8605.601,,2019-01-24,,,,,1.0,2.0
770,,,,1986-07-01,,1986-07-01,,4.0,5.0,3.0,10.0,4.0,a55475b1,6b2ae0fa,a55475b1,5.0,,,,,,,,,,,,,,,,,1.0,a7fcb6e5,a55475b1,10.0,,,,,,,9.0,13448.2,,2019-01-24,,,,,4.0,4.0
771,,,,1984-05-01,,1984-05-01,,6.0,9.0,0.0,11.0,6.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,9.0,3439d993,a55475b1,11.0,,,,,,,6.0,43477.2,,2019-01-24,,,,,1.0,8.0
772,,,,1989-01-01,,1989-01-01,,5.0,7.0,2.0,9.0,3.0,a55475b1,6b2ae0fa,a55475b1,5.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,9.0,,,,,,,5.0,3976.2,,2019-01-24,,,,,1.0,7.0
773,,,,1986-02-01,,1986-02-01,,2.0,2.0,0.0,2.0,2.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,3.0,a55475b1,a55475b1,2.0,,,,,,,5.0,3500.0,,2019-01-24,,,,,0.0,1.0
774,,,,1959-08-01,,1959-08-01,,4.0,4.0,1.0,14.0,1.0,a55475b1,6b2ae0fa,a55475b1,5.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,14.0,,,,,,,5.0,12766.912,,2019-01-24,,,,,6.0,5.0
775,,,,1962-10-01,,1962-10-01,,1.0,2.0,0.0,6.0,1.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,1.0,b6cabe76,a55475b1,6.0,,,,,,,12.0,22084.0,,2019-01-24,,,,,0.0,5.0
776,,,,1995-04-01,,1995-04-01,,5.0,7.0,2.0,9.0,5.0,a55475b1,a55475b1,a55475b1,8.0,,,,,,,,,,,,,,,,,6.0,a55475b1,a55475b1,9.0,,,,,,,5.0,2954.6,,2019-01-24,,,,,1.0,4.0
777,,,,1996-05-01,,1996-05-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a7fcb6e5,a55475b1,0.0,,,,,,,,,,2019-01-24,,,8% - 11%,-0.019352246,0.0,0.0
778,2016-04-22,,,1958-04-01,,1958-04-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,0.0,6827.9663,,,,,6.0,,,,2019-01-24,,,,,0.0,1.0
779,,,,1977-08-01,,1977-08-01,,2.0,2.0,0.0,7.0,2.0,a55475b1,6b2ae0fa,a55475b1,4.0,,,,,,,,,,,,,,,,,5.0,3439d993,a55475b1,7.0,,,,,,,11.0,49600.902,,2019-01-24,,,,,2.0,2.0
780,,,,1964-10-01,,1964-10-01,,1.0,1.0,1.0,1.0,1.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,1.0,,,,,,,5.0,3018.0,,2019-01-24,,,,,0.0,0.0
781,,,,1988-11-01,,1988-11-01,,4.0,4.0,3.0,7.0,4.0,a55475b1,6b2ae0fa,a55475b1,4.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,7.0,,,,,,,6.0,16967.0,,2019-01-24,,,15% - 19%,-0.5670128,7.0,0.0
782,,,,1981-09-01,,1981-09-01,,2.0,4.0,0.0,15.0,2.0,a55475b1,a55475b1,a55475b1,6.0,,,,,,,,,,,,,,,,,9.0,3439d993,a55475b1,15.0,,,,,,,10.0,15948.4,,2019-01-24,,,,,6.0,6.0
783,,,,1988-08-01,,1988-08-01,,0.0,0.0,0.0,3.0,0.0,a55475b1,6b2ae0fa,a55475b1,4.0,,,,,,,,,,,,,,,,,3.0,a7fcb6e5,a55475b1,3.0,,,,,,,6.0,43211.875,,2019-01-26,,,,,3.0,4.0
784,2017-12-27,,,1959-12-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6486.433,,,,,6.0,,,,2019-01-24,,,,,,
785,2016-07-11,,,1958-07-01,,1958-07-01,,4.0,4.0,0.0,7.0,3.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,4.0,3439d993,a55475b1,7.0,6827.9663,,,,,6.0,,,,2019-01-24,,,,,3.0,0.0
786,2017-08-22,,,1959-08-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,5149.4,,,,,6.0,,,,2019-01-24,,,,,,
787,,,,1961-01-01,,1961-01-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,1.0,565.60004,,2019-01-24,,,,,0.0,0.0
788,,,,1976-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,3.0,3511.2,,2019-01-24,,,,,,
789,,,,1960-03-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,21605.908,,2019-01-24,,,,,,
790,,,,1985-11-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,7101.8003,,2019-01-24,,,,,,
791,,,,1976-11-01,,1976-11-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,0.0,,,,,,,9.0,24510.219,,2019-01-24,,,,,0.0,0.0
792,,,,1971-01-01,,1971-01-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,6.0,3393.6,,2019-01-24,,,,,0.0,0.0
793,,,,1970-01-01,,1970-01-01,,4.0,6.0,2.0,12.0,4.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,12.0,,,,,,,3.0,4914.6,,2019-01-24,,,,,6.0,2.0
794,2017-07-28,,,1954-07-01,,1954-07-01,,2.0,2.0,1.0,2.0,2.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,2.0,6577.4663,,,,,6.0,,,,2019-01-24,,,,,0.0,0.0
795,2018-04-01,,,1955-04-01,,1955-04-01,,4.0,4.0,2.0,6.0,4.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,4.0,a55475b1,a55475b1,6.0,10951.7,,,,,6.0,,,,2019-01-24,,,,,2.0,4.0
796,2017-09-24,,,1959-09-01,,1959-09-01,,0.0,0.0,0.0,1.0,0.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,1.0,5946.0,,,,,6.0,,,,2019-01-24,,,,,0.0,0.0
797,2018-11-08,,,1960-05-01,,1960-05-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,3.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,0.0,1088.2667,,,,,2.0,,,,2019-01-24,,,,,2.0,0.0
798,2018-09-22,,,1960-03-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,4578.1,,,,,4.0,,,,2019-01-24,,,,,,
799,2007-06-22,,,1954-06-01,,1954-06-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,7102.3335,,,,,6.0,,,,2019-01-24,,,,,0.0,0.0
800,,,,1976-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,3738.0,,2019-01-24,,,,,,
801,,,,1992-02-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,,,,2019-01-24,,,,,,
802,,,,1961-01-01,,1961-01-01,,3.0,3.0,0.0,4.0,2.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,5.0,a55475b1,a55475b1,4.0,,,,,,,11.0,26117.201,,2019-01-24,,,,,0.0,2.0
803,,,,1969-03-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,21429.705,,2019-01-24,,,,,,
804,,,,1985-07-01,,1985-07-01,,0.0,0.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,2.0,,,,,,,7.0,14461.601,,2019-01-25,,,,,2.0,0.0
805,,,,1993-06-01,,1993-06-01,,2.0,3.0,0.0,3.0,2.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,4.0,a55475b1,a55475b1,3.0,,,,,,,7.0,9358.0,,2019-01-25,,,,,2.0,6.0
806,,,,1990-04-01,,1990-04-01,,0.0,2.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,2.0,,,,,,,3.0,2400.0,,2019-01-25,,,,,0.0,3.0
807,2016-08-23,,,1958-07-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6486.433,,,,,6.0,,,,2019-01-25,,,,,,
808,2013-05-29,,,1963-03-01,,1963-03-01,,1.0,1.0,0.0,3.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,1.0,b6cabe76,a55475b1,3.0,19024.768,,,,,12.0,,,,2019-01-25,,,,,2.0,0.0
809,,,,1992-05-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,10.0,11684.601,,2019-01-31,,,,,,
810,,,,1964-12-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,4.0,2033.8,,2019-01-25,,,,,,
811,,,,1988-07-01,,1988-07-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,4.0,2262.4001,,2019-01-25,,,67% - 100%,0.0,0.0,0.0
812,,,,1977-06-01,,1977-06-01,,2.0,2.0,0.0,2.0,2.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,2.0,,,,,,,6.0,7636.2,,2019-01-25,,,,,0.0,0.0
813,,,,1986-02-01,,1986-02-01,,8.0,9.0,2.0,12.0,5.0,a55475b1,6b2ae0fa,a55475b1,12.0,,,,,,,,,,,,,,,,,10.0,3439d993,a55475b1,12.0,,,,,,,7.0,46991.66,,2019-01-25,,,,,7.0,14.0
814,2018-03-10,,,1955-03-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,9426.534,,,,,6.0,,,,2019-01-25,,,,,,
815,,,,1971-08-01,,1971-08-01,,4.0,5.0,0.0,5.0,2.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a7fcb6e5,a55475b1,5.0,,,,,,,2.0,1039.2001,,2019-01-25,,,,,0.0,3.0
816,2018-12-05,,,1960-06-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,882.8667,,,,,2.0,,,,2019-01-25,,,,,,
817,2010-07-08,,,1947-07-01,,1947-07-01,,2.0,3.0,2.0,3.0,2.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,3.0,17508.533,,,,,10.0,,,,2019-01-25,,,,,0.0,1.0
818,,,,1977-10-01,,1977-10-01,,3.0,4.0,1.0,8.0,3.0,a55475b1,6b2ae0fa,a55475b1,2.0,,,,,,,,,,,,,,,,,4.0,3439d993,a55475b1,8.0,,,,,,,8.0,10497.601,,2019-01-25,,,,,5.0,3.0
819,2015-04-15,,,1952-04-01,,1952-04-01,,4.0,5.0,4.0,14.0,4.0,a55475b1,6b2ae0fa,a55475b1,7.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,14.0,5932.2,,,,,6.0,,,,2019-01-25,,,,,6.0,1.0
820,,,,1991-10-01,,1991-10-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,0.0,,,,,,,6.0,11357.007,,2019-01-25,,,,,0.0,0.0
821,,,,1990-12-01,,1990-12-01,,2.0,2.0,0.0,2.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a7fcb6e5,a55475b1,2.0,,,,,,,15.0,19977.0,,2019-01-25,,,,,0.0,2.0
822,2012-07-03,,,1954-07-01,,1954-07-01,,6.0,11.0,2.0,13.0,6.0,a55475b1,6b2ae0fa,a55475b1,2.0,,,,,,,,,,,,,,,,,6.0,3439d993,a55475b1,13.0,6828.3667,,,,,6.0,,,,2019-01-25,,,,,5.0,8.0
823,,,,1961-08-01,,1961-08-01,,10.0,14.0,1.0,18.0,7.0,a55475b1,a55475b1,a55475b1,5.0,,,,,,,,,,,,,,,,,15.0,a55475b1,a55475b1,18.0,,,,,,,6.0,41298.54,,2019-01-26,,,,,18.0,15.0
824,2015-07-27,,,1952-07-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,3004.6667,,,,,6.0,,,,2019-01-25,,,,,,
825,,,,1958-11-01,,1958-11-01,,1.0,1.0,0.0,1.0,1.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,1.0,,,,,,,7.0,22644.201,,2019-01-25,,,,,0.0,1.0
826,,,,1988-09-01,,1988-09-01,,2.0,2.0,2.0,2.0,2.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,2.0,,,,,,,6.0,3592.0,,2019-01-25,,,,,0.0,2.0
827,,,,1972-08-01,,1972-08-01,,0.0,1.0,0.0,3.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,38c061ee,a55475b1,3.0,,,,,,,6.0,3393.6,,2019-01-25,,,,,3.0,4.0
829,,,,1971-01-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,4275.6,,2019-01-25,,,,,,
830,2012-06-25,,,1949-06-01,,1949-06-01,,0.0,0.0,0.0,1.0,0.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,1.0,7497.8667,,,,,6.0,,,,2019-01-25,,,,,0.0,2.0
831,,,,1971-07-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,7.0,15542.28,,2019-01-25,,,,,,
832,,,,1991-05-01,,1991-05-01,,2.0,3.0,0.0,8.0,2.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,3.0,a55475b1,a55475b1,8.0,,,,,,,5.0,4622.8003,,2019-01-25,,,,,6.0,4.0
833,,,,1971-04-01,,1971-04-01,,3.0,3.0,0.0,5.0,0.0,a55475b1,6b2ae0fa,a55475b1,2.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,5.0,,,,,,,9.0,19471.201,,2019-01-25,,,,,3.0,3.0
834,,,,1976-01-01,,1976-01-01,,3.0,3.0,0.0,3.0,2.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,4.0,a55475b1,a55475b1,3.0,,,,,,,1.0,1417.5,,2019-01-25,,,,,1.0,2.0
835,,,,1978-04-01,,1978-04-01,,3.0,3.0,0.0,5.0,2.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,3.0,a7fcb6e5,a55475b1,5.0,,,,,,,5.0,8710.601,,2019-01-25,,,,,4.0,3.0
836,,,,1995-10-01,,1995-10-01,,3.0,3.0,0.0,3.0,3.0,a55475b1,717ddd49,a55475b1,0.0,,,,,,,,,,,,,,,,,3.0,a7fcb6e5,a55475b1,3.0,,,,,,,8.0,14122.377,,2019-01-25,,,,,0.0,0.0
837,,,,1964-09-01,,1964-09-01,,0.0,2.0,0.0,2.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,b6cabe76,a55475b1,2.0,,,,,,,5.0,6166.448,,2019-01-25,,,,,0.0,2.0
838,2002-08-22,,,1957-02-01,,1957-02-01,,0.0,1.0,0.0,2.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,2.0,13585.5,,,,,6.0,,,,2019-01-25,,,,,1.0,3.0
839,,,,1978-02-01,,1978-02-01,,1.0,4.0,0.0,12.0,1.0,a55475b1,717ddd49,a55475b1,7.0,,,,,,,,,,,,,,,,,8.0,3439d993,a55475b1,12.0,,,,,,,6.0,19654.8,,2019-01-25,,,,,7.0,12.0
840,,,,1968-03-01,,1968-03-01,,4.0,4.0,4.0,5.0,4.0,a55475b1,a55475b1,a55475b1,3.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,5.0,,,,,,,4.0,16076.0,,2019-01-25,,,,,0.0,0.0
841,,,,1987-01-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,6473.0,,2019-01-25,,,,,,
